public_food_key,classification,food_name,food_description,protein_g_per_100g,carbohydrate_g_per_100g,fat_g_per_100g,fibre_g_per_100g
F003105,28102,"Confectionery, dried fruit & nuts, chocolate-coated","A combination of dried fruits including sultanas and raisins and roasted nuts such as almonds, peanuts and hazelnuts or macadamias coated in a layer of chocolate.",9.5,49.6,29.6,3.8
F003114,28102,"Confectionery, peanut, chocolate-coated",Peanuts covered in a layer of chocolate.,13.3,41.9,37.7,4.3
F003118,28103,"Confectionery, sultana, chocolate-coated",Sultanas coated in a layer of chocolate.,6.1,61.9,21.5,2.6
F003128,11503,"Cordial base, blackcurrant juice, regular","Concentrated sugar-based syrup containing a minimum of 5% blackcurrant juice, used to prepare a beverage by dilution with water.",0.1,45,0,0
F003130,11503,"Cordial base, 25% citrus fruit juice, regular","Concentrated sugar-based syrup containing a minimum of 25% citrus fruit juice (typically orange or lemon juice), used to prepare a beverage by dilution with water.",0,37.3,0,0
F003135,11503,"Cordial base, 40% citrus fruit juice, regular","Concentrated sugar-based syrup containing at least 40% citrus fruit juice (typically orange or lemon juice), used to prepare a beverage by dilution with water.",0.2,40.2,0,0
F003156,11501,"Cordial, blackcurrant juice, regular, recommended dilution",Non-alcoholic beverage prepared by mixing 1 part of a concentrated sugar syrup containing blackcurrant juice with 5 parts of water.,0,9.3,0,0
F003158,11501,"Cordial, 25% citrus fruit juice, regular, recommended dilution",Non-alcoholic beverage prepared by mixing 1 part of a concentrated sugar syrup containing 25% citrus fruit juice with 4 parts of water.,0,8.7,0,0
F003160,11501,"Cordial, 40% citrus fruit juice, regular, recommended dilution",Non-alcoholic beverage prepared by mixing 1 part of a concentrated sugar syrup containing 40% non-citrus fruit juice with 4 parts of water.,0,9.4,0,0
F003190,31302,"Coriander seed, dried, ground","Dried and ground fruit or seed of Coriandrum sativum, used as a spice.",12.4,8.4,17.8,41.9
F003192,24403,"Coriander, fresh, raw",Fresh leaves and stems of the coriander plant. Uncooked.,3.1,1.9,0.6,3.2
F003198,26201,"Corn chips, plain, salted","Snack food product that consists of chips made from ground corn that is fried in vegetable oil, with added salt, but no added flavours.",7.5,56,25,5.2
F003200,24704,"Corn, fresh on cob, boiled, drained","The round, yellow kernels of maize formed on an ear which is surrounded by a green husk. Boiled on the cob in unsalted water, without added fat, then drained.",3.8,13,1.9,4.4
F003201,24704,"Corn, kernels, purchased frozen, boiled, drained","Corn kernels purchased frozen separated from cob. Boiled in unsalted water, without added fat, then drained.",3.1,19.9,0.9,3.5
F003202,24704,"Corn, kernels, purchased frozen, raw",Corn kernels purchased frozen separated from cob. Uncooked.,3,16.8,0.9,2.5
F003209,24704,"Corn, fresh on cob, raw","The round, yellow kernels of maize formed on an ear which is surrounded by a green husk. Uncooked kernels from a cob.",3.6,12.5,1.8,4.2
F003213,24704,"Sweetcorn, fresh or frozen on cob, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat","The round, yellow kernels of maize formed on an ear which is surrounded by a green husk. Kernels fresh or frozen. Cooked by baking, roasting, frying, stir-frying, grilling or BBQ'ing without added fat.",4,13.9,2,4.7
F003220,24704,"Corn, kernels, canned in brine, drained","Corn kernels purchased canned with added water, sugar, salt, mineral salt, then drained.",2.9,16.8,1,2.7
F003227,12101,"Cornmeal (polenta), boiled, no added fat or salt",A type of flour ground from dried kernels of yellow or white corn. Cooked in unsalted water without the addition of fat or salt.,2.7,22.3,0.5,1
F003230,12101,"Cornmeal (polenta), uncooked",A type of flour ground from dried kernels of yellow or white corn. Uncooked.,8.5,70,1.7,3
F003235,12101,"Couscous, boiled, no added fat or salt","Cream coloured pellets, made from approximately 2 parts semolina, 1 part wheat flour and salt and water, then steamed and dried. Subsequently cooked by soaking in boiling water, without the addition of fat or salt.",6.1,32.7,0.1,1.9
F003239,12101,"Couscous, uncooked","Cream coloured pellets made from approximately 2 parts semolina, 1 part wheat flour and salt and water, then steamed and dried. No further cooking.",13.8,73.6,0.2,4.2
F003243,15201,"Crab, flesh, purchased steamed or boiled",Flesh from crabs purchased freshly cooked by boiling or steaming.,20.2,0,0.7,0
F003248,16802,"Cranberry, dried, sweetened","A small, round, bright red berry with a tart flavour, that has been dried (Craisins). Imported from the USA.",0.2,77.5,1.1,5.3
F003249,16201,"Cranberry, raw","A small, round, bright red berry with a tart flavour.",0.5,4.3,0.1,3.6
F003250,31501,"Cream of tartar, dry powder","Purified, crystallised potassium bitartrate, used as the acid component of some fast acting baking powder mixtures.",0,0,0,0.2
F003255,19305,"Cream, imitation (non-dairy)","Commercially produced soft product with a creamy appearance and texture that is commonly used in baked goods in place of whipped dairy cream, but which is not dairy-based.",1,17.7,21.8,0
F003267,19304,"Cream, sour, light (~18% fat)",Commercially produced Australian sour cream with a fat content of approximately 18%. Prepared by culturing a combination of cows milk cream and milk with lactic acid bacteria resulting in the sour flavour and decreased fat content compared to regular sour cream.,3.6,4.5,19.7,0
F003269,19303,"Cream, sour, regular fat",Commercially produced Australian sour cream with a fat content of approximately 35% Prepared by culturing cream or milk with lactic acid bacteria resulting in the sour flavour.,1.9,2,36.3,0
F003270,19301,"Cream, thickened, regular fat (~35%)","Australian produced thickened cream with a fat content of 35%. Major ingredients include cream, gelatine and vegetable gum. Produced by separating milk into a highly concentrated milk fat stream (cream) and a non-milk fat stream (skim milk) and adding thickener to increase the viscosity.",2,2.4,36.5,0
F003299,33101,"Crocodile, back leg, raw",Uncooked meat from the back leg of a crocodile.,22,0,2.2,0
F003301,33101,"Crocodile, tail fillet, raw",Uncooked meat from the tail of a crocodile.,22.5,0,1.6,0
F003305,13401,"Croissant, plain","Commercially prepared crescent-shaped pastry prepared from ingredients such as wheat flour, butter, yeast, sugar, egg, milk powder and food additives, then baked. Sodium content likely to vary widely depending on ingredients.",10,35.6,19.1,2.7
F003313,13604,"Crumpet, from white flour, toasted","Commercially prepared, batter-based product containing white, wheat flour, approximately 10 cm diameter and 1cm thick. Batter is leavened with yeast or with chemical agents and contains added salt and preservatives. Cooked on one side only and has an open honeycomb structure on the top surface. Contains added folic acid. Toasted until lightly brown.",7.1,43.3,1.2,3
F003319,24705,"Cucumber, common, peeled, raw",Long and cylindrical in shape with dark green skin and white flesh with a crisp texture. Peeled and uncooked.,0.4,2.1,0.1,0.6
F003320,24705,"Cucumber, common, unpeeled, raw",Long and cylindrical in shape with dark green skin and white flesh with a crisp texture. Unpeeled and uncooked.,0.8,1.2,0.1,1.4
F003321,24705,"Cucumber, Lebanese, unpeeled, raw",Long and cylindrical in shape with dark green skin and white flesh with a crisp texture. Unpeeled and uncooked.,0.7,1.8,0,0.6
F003324,24705,"Cucumber, telegraph, unpeeled, raw",Long and cylindrical in shape with dark green skin and white flesh with a crisp texture. Unpeeled and uncooked.,1.2,1.4,0.1,0.9
F003327,31302,"Cumin (cummin) seed, dried, ground","Dried and ground fruit or seeds of Cuminum cymimum, used as a spice.",17.8,33.7,22.3,10.5
F003328,16303,"Cumquat (kumquat), raw","Small round orange fruit, similar in appearance to oranges but much smaller.",1.9,9.4,0.9,6.5
F003331,16801,"Currant, dried",Grapes that have been dried and packaged prior to sale.,2.7,69,0.5,4.8
F003337,31302,Curry powder,"Dried and ground mixture of spices for use in the preparation of Indian-style meals. Typical ingredients include the spices cumin, coriander seed and turmeric.",14.3,2.8,14,53.2
F003423,16502,"Custard apple, African pride, peeled, raw",Light green to bluish green skin covered in irregular smooth bumps with white-cream flesh.,1.4,16.3,0.5,3.2
F003426,12103,"Custard powder, vanilla, dry mix","Dry yellow powder used for making custard. Ingredients include cornflour, salt, colours and flavours.",0.5,81.5,0.4,0.5
F003441,19601,"Custard, vanilla, prepared from dry mix",Vanilla custard prepared from commercial vanilla custard powder according to packet instructions.,3.6,13.9,3.7,0
F003442,19601,"Custard, vanilla, regular fat","Commercially produced regular fat vanilla flavoured custard. Major ingredients include regular fat milk, sugar, flavour and thickener. Custard does not contain eggs.",3.2,14.6,3,1.2
F003464,14201,"Dairy blend, butter & edible oil spread (~80% fat), reduced salt (sodium 400 mg/100 g)","A spread that is a blend of approximately two-thirds butter and one-third vegetable oil, generally canola oil with a fat content of approximately 80%. Contains a lower salt content than regular dairy blend and added vitamin D. May contain added vitamin A.",0.5,1,78.1,0
F003466,14201,"Dairy blend, butter & edible oil spread (~80% fat), sodium 600 mg/100 g","A spread that is a blend of approximately two-thirds butter and one-third vegetable oil, generally canola oil, with a fat content of approximately 80%. Contains added salt and vitamins A and D.",0.5,1,78.1,0
F003488,19701,"Dairy or yoghurt dessert, chocolate, regular fat","Commercially prepared, dairy product flavoured with chocolate and intended for use as a child's dessert. Typical ingredients include milk, sugar, cocoa, vegetable gums, salt, thickeners, emulsifiers and flavours.",2.6,14.6,4.5,1.4
F003496,16802,"Date, dried",Small brown pitted dates that have been dried.,2,67.2,0.2,9.7
F003509,24403,"Dill, fresh, raw","Fresh slender stems with fine threadlike leaves, with a distinct sweet smell and taste. Uncooked.",3.4,2.5,1.2,3.3
F003539,23503,"Dip, hummus (hommus), commercial","Commercial dip containing ground chick peas, tahini, garlic and oil. Some products contain lemon juice.",6.9,9.4,19.5,3.9
F003573,13603,"Doughnut, dusted with cinnamon & sugar",Sweet batter extruded into a ring shape which has been deep fried in oil and dusted with cinnamon and sugar after cooking.,6.6,43.9,19.5,2
F003574,13603,"Doughnut, iced","Sweet batter extruded into a ring shape which has been deep fried in oil, and iced after cooking.",6.7,48.2,15.9,1.7
F003575,13603,"Doughnut, jam filled, sugar coated",Batter shaped into a ball which as been deep fried. A small amount of jam is then injected into the centre and the doughnut dusted with sugar and cinnamon.,6,46.2,17.6,1.9
F003607,23303,"Dressing, French or Italian, regular fat, commercial","Commercially prepared thin sauce used to dress salads. Major ingredients include water, vegetable oil, sugar, vinegar, garlic and spices.",0.1,11.7,19.6,0
F003612,23301,"Dressing, thousand island, regular fat, commercial","Commercially prepared thick white, beige or light orange coloured cream, emulsified sauce used to dress salads and seafood. Major ingredients include vegetable oil, vinegar, milk powder, tomato, sugar, egg and seasonings.",1,16.6,31.8,1.4
F003627,14501,"Dripping, beef","Fat rendered from the meat, muscles and bones of beef.",0.2,0,100,0
F003631,18302,"Duck, lean flesh, baked, no added fat","Uncooked flesh from all portions of the duck, with skin and fat removed. Baked with no added fat.",28.3,0,0.8,0
F003632,18302,"Duck, lean flesh, raw","Uncooked flesh from all portions of the duck, with skin and fat removed.",17.8,0,5.5,0
